Entity,Code,Year,"DALYs (Disability-Adjusted Life Years) - Ambient particulate matter pollution - Sex: Both - Age: Age-standardized (Rate) (DALYs per 100,000 individuals)"
Panama,PAN,2005,467.4242353
Panama,PAN,2006,444.112654868
Panama,PAN,2010,366.114481397
Panama,PAN,2016,396.467497729
Papua New Guinea,PNG,1990,3081.4732799900003
Papua New Guinea,PNG,1995,2923.5032969
Papua New Guinea,PNG,2000,2765.0943343100002
Papua New Guinea,PNG,2005,2544.9556802399998
Papua New Guinea,PNG,2006,2490.17765353
Papua New Guinea,PNG,2010,2197.29922637
Papua New Guinea,PNG,2016,2299.63711634
Paraguay,PRY,1990,1025.81908807
Paraguay,PRY,1995,1041.42218783
Paraguay,PRY,2000,957.7181417539999
Paraguay,PRY,2005,925.317974519
Paraguay,PRY,2006,897.46817741
Paraguay,PRY,2010,797.1940614439999
Paraguay,PRY,2016,854.225346757
Peru,PER,1990,1788.73442446
Peru,PER,1995,1532.76675704
Peru,PER,2000,1160.1433434599999
Peru,PER,2005,1030.7777981699999
Peru,PER,2006,957.3460983550001
Peru,PER,2010,778.046122523
Peru,PER,2016,604.687072896
Philippines,PHL,1990,2220.65243272
Philippines,PHL,1995,2047.7557488900002
Philippines,PHL,2000,2038.83273809
Philippines,PHL,2005,2183.75175589
Philippines,PHL,2006,2133.33512391
Philippines,PHL,2010,1949.6925829600002
Philippines,PHL,2016,1773.9735737199999
Poland,POL,1990,2219.9681887399997
Poland,POL,1995,1760.3527440499997
Poland,POL,2000,1296.0098514000001
Poland,POL,2005,1079.0386373600002
Poland,POL,2006,1073.5784908
Poland,POL,2010,992.3374598769999
Poland,POL,2016,790.665554813
Portugal,PRT,1990,615.814330309
Portugal,PRT,1995,542.812580068
Portugal,PRT,2000,465.55036445
Portugal,PRT,2005,382.85646504100004
Portugal,PRT,2006,361.009120638
Portugal,PRT,2010,293.795184169
Portugal,PRT,2016,254.37307345600001
Puerto Rico,PRI,1990,798.7345931450001
Puerto Rico,PRI,1995,737.869886598
Puerto Rico,PRI,2000,699.5531241
Puerto Rico,PRI,2005,563.349811925
Puerto Rico,PRI,2006,541.722621976
Puerto Rico,PRI,2010,473.71206842
Puerto Rico,PRI,2016,475.03113037400004
Qatar,QAT,1990,1751.05172138
Qatar,QAT,1995,1848.85994057
Qatar,QAT,2000,1676.85445803
Qatar,QAT,2005,1359.11975236
Qatar,QAT,2006,1293.46242624
Qatar,QAT,2010,1040.35593494
Qatar,QAT,2016,1008.43386344
Romania,ROU,1990,2407.42881761
Romania,ROU,1995,2174.23470834
Romania,ROU,2000,1712.5591998000002
Romania,ROU,2005,1355.60656784
Romania,ROU,2006,1315.6731088099998
Romania,ROU,2010,1268.29493071
Romania,ROU,2016,1024.42261392
Russia,RUS,1990,1664.70141871
Russia,RUS,1995,2084.4825171499997
Russia,RUS,2000,1911.4173145
Russia,RUS,2005,1898.4972833900001
Russia,RUS,2006,1735.54797685
Russia,RUS,2010,1498.40244166
Russia,RUS,2016,1231.41375945
Rwanda,RWA,1990,4137.36711614
Rwanda,RWA,1995,4454.24929926
Rwanda,RWA,2000,3719.75708076
Rwanda,RWA,2005,2590.80575835
Rwanda,RWA,2006,2420.4340550800002
Rwanda,RWA,2010,1846.1589044700002
Rwanda,RWA,2016,1737.6054532300002
Saint Lucia,LCA,1990,972.870168225
Saint Lucia,LCA,1995,827.6422840030001
Saint Lucia,LCA,2000,683.007412595
Saint Lucia,LCA,2005,640.7708154540001
Saint Lucia,LCA,2006,601.908205912
Saint Lucia,LCA,2010,478.91206437500006
Saint Lucia,LCA,2016,515.1665130030001
Saint Vincent and the Grenadines,VCT,1990,1067.99828149
Saint Vincent and the Grenadines,VCT,1995,1031.79080268
Saint Vincent and the Grenadines,VCT,2000,936.5183813959999
Saint Vincent and the Grenadines,VCT,2005,821.5255645990001
Saint Vincent and the Grenadines,VCT,2006,797.1510244360001
Saint Vincent and the Grenadines,VCT,2010,718.849279272
Saint Vincent and the Grenadines,VCT,2016,807.5160793540001
Samoa,WSM,1990,322.569374734
Samoa,WSM,1995,314.95783904399997
Samoa,WSM,2000,302.44302676
Samoa,WSM,2005,289.273763047
Samoa,WSM,2006,231.497432644
Samoa,WSM,2010,123.62214838700001
Samoa,WSM,2016,180.441975293
Sao Tome and Principe,STP,1990,1614.7610507699999
Sao Tome and Principe,STP,1995,1509.4422042200001
Sao Tome and Principe,STP,2000,1462.15626359
Sao Tome and Principe,STP,2005,1307.92235979
Sao Tome and Principe,STP,2006,1256.8733858199998
Sao Tome and Principe,STP,2010,1037.1013588199999
Sao Tome and Principe,STP,2016,1052.37487624
Saudi Arabia,SAU,1990,1830.4210725199998
Saudi Arabia,SAU,1995,1848.71207181
Saudi Arabia,SAU,2000,1973.0402140600002
Saudi Arabia,SAU,2005,1823.6859261999998
Saudi Arabia,SAU,2006,1819.70695952
Saudi Arabia,SAU,2010,1796.31396832
Saudi Arabia,SAU,2016,1651.4619941
Scotland,,1990,1063.7069838
Scotland,,1995,859.0597201520001
Scotland,,2000,665.29974311
Scotland,,2005,528.625412483
Scotland,,2006,502.65954274599994
Scotland,,2010,422.846982793
Scotland,,2016,385.620790172
Senegal,SEN,1990,2727.6318874000003
Senegal,SEN,1995,2537.3511415899998
Senegal,SEN,2000,2491.2700720999997
Senegal,SEN,2005,2086.26460077
Senegal,SEN,2006,2091.81358499
Senegal,SEN,2010,2007.00535721
Senegal,SEN,2016,2315.65537339
Serbia,SRB,1990,1331.67008467
Serbia,SRB,1995,1326.07165267
Serbia,SRB,2000,1267.82583161
Serbia,SRB,2005,1060.23833399
Serbia,SRB,2006,1033.36343444
Serbia,SRB,2010,959.1457965860001
Serbia,SRB,2016,807.175027896
Seychelles,SYC,1990,1436.60251124
Seychelles,SYC,1995,1376.4179784599999
Seychelles,SYC,2000,1183.18031196
Seychelles,SYC,2005,1080.39683185
Seychelles,SYC,2006,1012.51521232
Seychelles,SYC,2010,825.55576846
Seychelles,SYC,2016,752.584317444
Sierra Leone,SLE,1990,3266.73205239
Sierra Leone,SLE,1995,2939.63778732
Sierra Leone,SLE,2000,2789.45284007
Sierra Leone,SLE,2005,2341.93540096
Sierra Leone,SLE,2006,2339.10188217
Sierra Leone,SLE,2010,2346.83961468
Sierra Leone,SLE,2016,2723.96671572
Singapore,SGP,1990,1142.3375102700002
Singapore,SGP,1995,939.995665207
Singapore,SGP,2000,749.407000883
Singapore,SGP,2005,740.1838878059999
Singapore,SGP,2006,693.61466552
Singapore,SGP,2010,495.01905896
Singapore,SGP,2016,519.129705736
Slovakia,SVK,1990,2166.03328282
Slovakia,SVK,1995,1649.57065528
Slovakia,SVK,2000,1350.50661674
Slovakia,SVK,2005,1167.21799483
Slovakia,SVK,2006,1141.82268346
Slovakia,SVK,2010,990.805375306
Slovakia,SVK,2016,821.5747851189999
Slovenia,SVN,1990,1050.68547548
Slovenia,SVN,1995,876.9071029219999
Slovenia,SVN,2000,670.7822127459999
Slovenia,SVN,2005,543.328396475
Slovenia,SVN,2006,516.381372239
Slovenia,SVN,2010,415.31777149100003
Slovenia,SVN,2016,368.858615994
Solomon Islands,SLB,1990,1206.94394296
Solomon Islands,SLB,1995,1153.709558
Solomon Islands,SLB,2000,1129.2766093
Solomon Islands,SLB,2005,1334.20821778
Solomon Islands,SLB,2006,1249.25640533
Solomon Islands,SLB,2010,944.46589449
Solomon Islands,SLB,2016,1306.81752136
Somalia,SOM,1990,2991.90286822
Somalia,SOM,1995,2893.7143696800003
Somalia,SOM,2000,2735.01813675
Somalia,SOM,2005,2299.47226413
Somalia,SOM,2006,2268.09156254
Somalia,SOM,2010,2196.60468022
Somalia,SOM,2016,2280.56461397
South Africa,ZAF,1990,2004.5088417099998
South Africa,ZAF,1995,1875.83259803
South Africa,ZAF,2000,2398.8033877599996
South Africa,ZAF,2005,2235.07292768
South Africa,ZAF,2006,2173.3438587200003
South Africa,ZAF,2010,1711.77692774
South Africa,ZAF,2016,1490.89581344
South Asia,,1990,4062.29147274
South Asia,,1995,3814.6480762099995
South Asia,,2000,3560.0930500000004
South Asia,,2005,3299.1039563599998
South Asia,,2006,3250.3723748
South Asia,,2010,3042.24680314
South Asia,,2016,2891.96653702
South Korea,KOR,1990,1245.79819641
South Korea,KOR,1995,914.9604071609999
South Korea,KOR,2000,727.666485945
South Korea,KOR,2005,558.33341298
South Korea,KOR,2006,528.335012373
South Korea,KOR,2010,442.522390866
South Korea,KOR,2016,430.84131930800004
South Sudan,SSD,1990,3402.3425433700004
South Sudan,SSD,1995,3139.00068272
South Sudan,SSD,2000,2806.37983057
South Sudan,SSD,2005,2287.01366295
South Sudan,SSD,2006,2317.76037326
South Sudan,SSD,2010,2241.89492783
South Sudan,SSD,2016,2414.15539012
Southeast Asia,,1990,1808.68920322
Southeast Asia,,1995,1695.5833403200002
Southeast Asia,,2000,1606.17571498
Southeast Asia,,2005,1568.2892920999998
Southeast Asia,,2006,1516.39908929
Southeast Asia,,2010,1325.49011124
Southeast Asia,,2016,1194.919618
Southern Latin America,,1990,996.3762698610001
Southern Latin America,,1995,870.4526861830001
Southern Latin America,,2000,747.305905579
Southern Latin America,,2005,653.797647649
Southern Latin America,,2006,637.8400820520001
Southern Latin America,,2010,589.4213605790001
Southern Latin America,,2016,526.735127077
Southern Sub-Saharan Africa,,1990,1900.21550772
Southern Sub-Saharan Africa,,1995,1798.9979631099998
Southern Sub-Saharan Africa,,2000,2317.36193328
Southern Sub-Saharan Africa,,2005,2200.99927912
Southern Sub-Saharan Africa,,2006,2133.96162064
Southern Sub-Saharan Africa,,2010,1732.44303084
Southern Sub-Saharan Africa,,2016,1523.15877636
Spain,ESP,1990,453.562514633
Spain,ESP,1995,390.014915434
Spain,ESP,2000,344.477475833
Spain,ESP,2005,296.62177867400004
Spain,ESP,2006,282.736032794
Spain,ESP,2010,235.988330629
Spain,ESP,2016,206.244058461
Sri Lanka,LKA,1990,1282.00664884
Sri Lanka,LKA,1995,1207.10090928
Sri Lanka,LKA,2000,1241.10051095
Sri Lanka,LKA,2005,1113.76231523
Sri Lanka,LKA,2006,1077.97104611
Sri Lanka,LKA,2010,953.362919328
Sri Lanka,LKA,2016,797.303650172
Sub-Saharan Africa,,1990,3113.30636823
Sub-Saharan Africa,,1995,2952.15495981
Sub-Saharan Africa,,2000,2805.09187475
Sub-Saharan Africa,,2005,2331.9772069699998
Sub-Saharan Africa,,2006,2277.16063412
Sub-Saharan Africa,,2010,2023.93347929
Sub-Saharan Africa,,2016,2081.64528583
Sudan,SDN,1990,3889.72380875
Sudan,SDN,1995,3654.36772777
Sudan,SDN,2000,3240.9359012600003
Sudan,SDN,2005,2872.9172837300002
Sudan,SDN,2006,2834.43648205
Sudan,SDN,2010,2604.99080772
Sudan,SDN,2016,2585.73169278
Suriname,SUR,1990,1374.8414526
Suriname,SUR,1995,1312.422432
Suriname,SUR,2000,1308.28654675
Suriname,SUR,2005,999.9741753430001
Suriname,SUR,2006,966.65559735
Suriname,SUR,2010,836.682478653
Suriname,SUR,2016,953.962667476
Swaziland,SWZ,1990,1985.6037500799998
Swaziland,SWZ,1995,1843.04547678
Swaziland,SWZ,2000,2418.14218765
Swaziland,SWZ,2005,2749.1345294400003
Swaziland,SWZ,2006,2602.1738635
Swaziland,SWZ,2010,2063.33857079
Swaziland,SWZ,2016,1709.4314449899998
Sweden,SWE,1990,356.271987206
Sweden,SWE,1995,274.060651061
Sweden,SWE,2000,219.774520228
Sweden,SWE,2005,155.931443505
Sweden,SWE,2006,150.387712303
Sweden,SWE,2010,133.087562733
Sweden,SWE,2016,110.28092867800001
Switzerland,CHE,1990,536.444379322
Switzerland,CHE,1995,443.597789911
Switzerland,CHE,2000,351.30157792299997
Switzerland,CHE,2005,285.109199283
Switzerland,CHE,2006,274.670147389
Switzerland,CHE,2010,240.425467559
Switzerland,CHE,2016,204.049736273
Syria,SYR,1990,2208.42520806
Syria,SYR,1995,2056.34642313
Syria,SYR,2000,1926.22733616
Syria,SYR,2005,1682.6584704800002
Syria,SYR,2006,1662.05637681
Syria,SYR,2010,1641.8328338299998
Syria,SYR,2016,1568.8109353599998
Taiwan,TWN,1990,974.4665253050001
Taiwan,TWN,1995,894.176954573
Taiwan,TWN,2000,793.4476132130001
Taiwan,TWN,2005,736.200076482
Taiwan,TWN,2006,713.7544883869999
Taiwan,TWN,2010,643.424865422
Taiwan,TWN,2016,581.345516951
Tajikistan,TJK,1990,5109.94766366
Tajikistan,TJK,1995,4905.81503385
Tajikistan,TJK,2000,4381.43634313
Tajikistan,TJK,2005,3296.98601109
Tajikistan,TJK,2006,3133.50312593
Tajikistan,TJK,2010,2850.19613776
Tajikistan,TJK,2016,2636.79295862
Tanzania,TZA,1990,2400.47753213
Tanzania,TZA,1995,2310.2529926700004
Tanzania,TZA,2000,2090.65906579
Tanzania,TZA,2005,1769.90342751
Tanzania,TZA,2006,1749.7241902800001
Tanzania,TZA,2010,1570.5093187500001
Tanzania,TZA,2016,1408.9654383700001
Thailand,THA,1990,1191.32190588
Thailand,THA,1995,1122.2733703000001
Thailand,THA,2000,1017.8421506000001
Thailand,THA,2005,927.630562753
Thailand,THA,2006,897.5412774880001
Thailand,THA,2010,764.9947937640001
Thailand,THA,2016,719.2045376560001
Timor,TLS,1990,2342.63655537
Timor,TLS,1995,1988.80501439
Timor,TLS,2000,1764.41975322
Timor,TLS,2005,1503.0534930200001
Timor,TLS,2006,1391.3368245499998
Timor,TLS,2010,1158.98182217
Timor,TLS,2016,995.132451071
Togo,TGO,1990,3331.6773810500003
Togo,TGO,1995,3237.3446763899997
Togo,TGO,2000,3121.94472555
Togo,TGO,2005,2594.73071631
Togo,TGO,2006,2521.37318605
Togo,TGO,2010,2380.27591907
Togo,TGO,2016,2913.89856213
Tonga,TON,1990,377.693455663
Tonga,TON,1995,380.062364631
Tonga,TON,2000,369.113713626
Tonga,TON,2005,334.85643280200003
Tonga,TON,2006,275.187068123
Tonga,TON,2010,168.28550766200001
Tonga,TON,2016,170.568415684
Trinidad and Tobago,TTO,1990,1368.58450457
Trinidad and Tobago,TTO,1995,1296.03366195
Trinidad and Tobago,TTO,2000,1152.26443762
Trinidad and Tobago,TTO,2005,810.982495182
Trinidad and Tobago,TTO,2006,763.801636801
Trinidad and Tobago,TTO,2010,630.341973717
Trinidad and Tobago,TTO,2016,725.591327428
Tropical Latin America,,1990,1263.0504947299999
Tropical Latin America,,1995,1152.86292282
Tropical Latin America,,2000,1001.0762220299999
Tropical Latin America,,2005,773.902095628
Tropical Latin America,,2006,729.532986503
Tropical Latin America,,2010,579.8938483320001
Tropical Latin America,,2016,561.544429065
Tunisia,TUN,1990,1642.3642537800001
Tunisia,TUN,1995,1487.34297558
Tunisia,TUN,2000,1235.63464845
Tunisia,TUN,2005,1021.1871011899999
Tunisia,TUN,2006,1021.69758151
Tunisia,TUN,2010,1026.9721802
Tunisia,TUN,2016,976.940803835
Turkey,TUR,1990,2054.9587298
Turkey,TUR,1995,1753.1546901600002
Turkey,TUR,2000,1344.27409676
Turkey,TUR,2005,961.143165665
Turkey,TUR,2006,916.921371799
Turkey,TUR,2010,879.3974920480001
Turkey,TUR,2016,830.25327295
Turkmenistan,TKM,1990,4499.860294280001
Turkmenistan,TKM,1995,4527.23070756
Turkmenistan,TKM,2000,4194.7484141899995
Turkmenistan,TKM,2005,2811.7053338600003
Turkmenistan,TKM,2006,2790.31332233
Turkmenistan,TKM,2010,2639.00555787
Turkmenistan,TKM,2016,2396.2243591
Uganda,UGA,1990,3591.66965539
Uganda,UGA,1995,3390.95622156
Uganda,UGA,2000,2966.0391791399998
Uganda,UGA,2005,2577.1967104
Uganda,UGA,2006,2542.7943730399998
Uganda,UGA,2010,2238.02386331
Uganda,UGA,2016,2236.75667772
Ukraine,UKR,1990,2005.4717755499998
Ukraine,UKR,1995,2360.3455599000004
Ukraine,UKR,2000,2065.37109892
Ukraine,UKR,2005,2039.31772792
Ukraine,UKR,2006,1945.87337738
Ukraine,UKR,2010,1625.1727879500002
Ukraine,UKR,2016,1429.13529572
United Arab Emirates,ARE,1990,2190.26764927
United Arab Emirates,ARE,1995,2165.37618533
United Arab Emirates,ARE,2000,1966.20073808
United Arab Emirates,ARE,2005,1611.2036158100002
United Arab Emirates,ARE,2006,1608.0580698600002
United Arab Emirates,ARE,2010,1696.99513397
United Arab Emirates,ARE,2016,1931.8586247800001
United Kingdom,GBR,1990,915.3723985070001
United Kingdom,GBR,1995,763.43059223
United Kingdom,GBR,2000,603.963677515
United Kingdom,GBR,2005,468.49677639
United Kingdom,GBR,2006,445.31255089700005
United Kingdom,GBR,2010,376.06652492800004
United Kingdom,GBR,2016,338.179104629
United States,USA,1990,710.1632772309999
United States,USA,1995,633.770000046
United States,USA,2000,566.779605971
United States,USA,2005,496.1843584
United States,USA,2006,466.37519909599996
United States,USA,2010,373.38444187
United States,USA,2016,384.506992386
United States Virgin Islands,VIR,1990,907.7178211159999
United States Virgin Islands,VIR,1995,882.126875287
United States Virgin Islands,VIR,2000,853.837867338
United States Virgin Islands,VIR,2005,736.965479492
United States Virgin Islands,VIR,2006,720.378262656
United States Virgin Islands,VIR,2010,660.685409035
United States Virgin Islands,VIR,2016,677.093142013
Uruguay,URY,1990,851.3149607900001
Uruguay,URY,1995,792.1556684389999
Uruguay,URY,2000,678.374979724
Uruguay,URY,2005,566.0164758999999
Uruguay,URY,2006,551.20797641
Uruguay,URY,2010,497.35539732800004
Uruguay,URY,2016,434.984586223
Uzbekistan,UZB,1990,3241.01215556
Uzbekistan,UZB,1995,3639.5090182000004
Uzbekistan,UZB,2000,3457.43645304
Uzbekistan,UZB,2005,3101.29528565
Uzbekistan,UZB,2006,3024.6375779
Uzbekistan,UZB,2010,2705.64800664
Uzbekistan,UZB,2016,2514.57377383
Vanuatu,VUT,1990,1722.61555294
Vanuatu,VUT,1995,1755.1322910699998
Vanuatu,VUT,2000,1761.2291655899999
Vanuatu,VUT,2005,1846.09004488
Vanuatu,VUT,2006,1721.36229077
Vanuatu,VUT,2010,1301.77160109
Vanuatu,VUT,2016,1401.96495996
Venezuela,VEN,1990,1310.22689713
Venezuela,VEN,1995,1160.3973692000002
Venezuela,VEN,2000,1053.95228477
Venezuela,VEN,2005,899.129805636
Venezuela,VEN,2006,892.948183073
Venezuela,VEN,2010,781.700380738
Venezuela,VEN,2016,815.024493239
Vietnam,VNM,1990,1684.3915866400002
Vietnam,VNM,1995,1551.49647552
Vietnam,VNM,2000,1427.9678619200001
Vietnam,VNM,2005,1384.45790772
Vietnam,VNM,2006,1346.6628366999998
Vietnam,VNM,2010,1199.54445987
Vietnam,VNM,2016,1060.1262232899999
Wales,,1990,883.425254496
Wales,,1995,739.330226994
Wales,,2000,596.305871243
Wales,,2005,459.49025827599996
Wales,,2006,437.490709677
Wales,,2010,380.89579309199996
Wales,,2016,355.48132626
Western Europe,,1990,695.8407174260001
Western Europe,,1995,573.7374776940001
Western Europe,,2000,469.188888262
Western Europe,,2005,378.171713738
Western Europe,,2006,364.113214237
Western Europe,,2010,322.710599931
Western Europe,,2016,286.686859802
Western Sub-Saharan Africa,,1990,3624.52322219
Western Sub-Saharan Africa,,1995,3402.3720507999997
Western Sub-Saharan Africa,,2000,3151.2428719500003
Western Sub-Saharan Africa,,2005,2529.89066242
Western Sub-Saharan Africa,,2006,2474.77490201
Western Sub-Saharan Africa,,2010,2236.76849604
Western Sub-Saharan Africa,,2016,2549.5044761100003
World,OWID_WRL,1990,2449.0781480200003
World,OWID_WRL,1995,2309.0521048299997
World,OWID_WRL,2000,2108.80379946
World,OWID_WRL,2005,1894.14306806
World,OWID_WRL,2006,1833.6949552499998
World,OWID_WRL,2010,1652.5881709999999
World,OWID_WRL,2016,1520.9291219699999
Yemen,YEM,1990,4155.31522738
Yemen,YEM,1995,3842.2777527599997
Yemen,YEM,2000,3487.4993218199998
Yemen,YEM,2005,2826.02004704
Yemen,YEM,2006,2777.76414442
Yemen,YEM,2010,2619.3270283899997
Yemen,YEM,2016,2795.8604064300002
Zambia,ZMB,1990,3073.91462083
Zambia,ZMB,1995,3298.88212892
Zambia,ZMB,2000,3306.40660468
Zambia,ZMB,2005,2932.16064271
Zambia,ZMB,2006,2851.78517826
Zambia,ZMB,2010,2359.40758879
Zambia,ZMB,2016,2037.41455577
Zimbabwe,ZWE,1990,1535.87833409
Zimbabwe,ZWE,1995,1441.55608444
Zimbabwe,ZWE,2000,2024.57836685
Zimbabwe,ZWE,2005,2149.97721936
Zimbabwe,ZWE,2006,2082.91921683
Zimbabwe,ZWE,2010,1897.03959874
Zimbabwe,ZWE,2016,1663.4123858100002