Entity,Code,Year,"Death rate from ozone (per 100,000)","Death rate from ambient particulate matter (per 100,000 people)","Death rate from indoor solid fuels (per 100,000 people)"
Oman,OMN,1995,0.2701016,22.50478428,1.186524332
Oman,OMN,2000,0.324336611,21.90544328,1.060329396
Oman,OMN,2005,0.358684565,20.87564935,0.889222338
Oman,OMN,2010,0.487318721,22.61885093,0.753184349
Oman,OMN,2015,0.413674979,20.00599052,0.50808012
Pakistan,PAK,1990,1.480298852,76.24306018,83.12849677
Pakistan,PAK,1995,1.881979006,79.71368032,81.90476219
Pakistan,PAK,2000,2.162073361,79.91864113,85.76196269
Pakistan,PAK,2005,2.34713043,75.15421603,78.03724147
Pakistan,PAK,2010,2.490595762,72.5694932,66.50690339
Pakistan,PAK,2015,2.650563329,71.46772114,64.06586035
Palestine,PSE,1990,0.418855234,19.22868541,0.042105069
Palestine,PSE,1995,0.394482686,16.73445368,0.01510662
Palestine,PSE,2000,0.370119824,15.33138275,0.039251643
Palestine,PSE,2005,0.395161305,16.0326148,0.124503731
Palestine,PSE,2010,0.451256892,18.73009314,0.366247491
Palestine,PSE,2015,0.470402983,20.81893326,0.857575196
Panama,PAN,1990,0.056640295,18.84611265,18.73908041
Panama,PAN,1995,0.091952069,18.41243065,16.29534818
Panama,PAN,2000,0.133160199,17.76993304,12.83793536
Panama,PAN,2005,0.167805752,17.06150215,12.81794539
Panama,PAN,2010,0.213325734,15.20706428,11.45774004
Panama,PAN,2015,0.273703199,19.19797069,7.708511839
Papua New Guinea,PNG,1990,0.018469353,47.41217708,111.4502898
Papua New Guinea,PNG,1995,0.013289366,45.45120173,104.4334029
Papua New Guinea,PNG,2000,0.011018167,45.86255236,100.3619051
Papua New Guinea,PNG,2005,0.010157775,41.80699471,98.96518895
Papua New Guinea,PNG,2010,0.011361045,35.59290199,93.38284726
Papua New Guinea,PNG,2015,0.012843257,39.23084296,84.5973671
Paraguay,PRY,1990,0.177911045,23.49606511,37.06774733
Paraguay,PRY,1995,0.199068381,24.70104664,34.14888051
Paraguay,PRY,2000,0.25481454,23.61837687,32.936965
Paraguay,PRY,2005,0.377243396,24.88474129,32.21912484
Paraguay,PRY,2010,0.568002679,23.83092942,29.47795438
Paraguay,PRY,2015,0.828488555,23.49082206,23.91824091
Peru,PER,1990,0.055814928,37.76018857,57.41607747
Peru,PER,1995,0.068063662,34.53837126,38.90124208
Peru,PER,2000,0.083229105,29.80889694,29.27120076
Peru,PER,2005,0.119931542,31.21450136,28.29700243
Peru,PER,2010,0.187120043,26.1652749,25.57805274
Peru,PER,2015,0.252585642,26.76939766,21.08446206
Philippines,PHL,1990,0.078400262,36.88291763,46.31178454
Philippines,PHL,1995,0.094697708,33.44349097,35.47622473
Philippines,PHL,2000,0.118755179,33.84117736,31.69054689
Philippines,PHL,2005,0.157494833,38.6558735,37.5583506
Philippines,PHL,2010,0.199521969,38.71433728,43.90130343
Philippines,PHL,2015,0.25413126,40.26056849,40.83290987
Poland,POL,1990,1.511171649,109.7084372,34.11585349
Poland,POL,1995,1.367666664,94.12902873,26.21582244
Poland,POL,2000,1.350739149,77.79765874,20.40204709
Poland,POL,2005,1.414540475,73.58737057,18.65772356
Poland,POL,2010,1.492571209,76.85686578,17.06875628
Poland,POL,2015,1.458188035,71.59008528,14.29246768
Portugal,PRT,1990,2.051431875,44.67866675,0
Portugal,PRT,1995,2.398009019,43.31241071,0
Portugal,PRT,2000,2.832630707,41.8576441,0
Portugal,PRT,2005,2.855822095,38.27045148,0
Portugal,PRT,2010,2.526899698,33.70838822,0
Portugal,PRT,2015,2.218017107,34.03782612,0
Puerto Rico,PRI,1990,0.268476174,41.33412149,0.059102291
Puerto Rico,PRI,1995,0.408363349,43.26950002,0.023322957
Puerto Rico,PRI,2000,0.477393496,48.00729512,0.018704002
Puerto Rico,PRI,2005,0.538403492,43.4914371,0.01857333
Puerto Rico,PRI,2010,0.580406458,41.03266692,0.016840842
Puerto Rico,PRI,2015,0.559482396,41.51783942,0.013489559
Qatar,QAT,1990,0.356303508,21.57203708,0.022193561
Qatar,QAT,1995,0.444112402,24.51360051,0.016314921
Qatar,QAT,2000,0.536042262,26.19354345,0.013989906
Qatar,QAT,2005,0.432178877,20.43314889,0.009284674
Qatar,QAT,2010,0.249593472,12.01914638,0.003898538
Qatar,QAT,2015,0.280494419,11.06413038,0.002763305
Russia,RUS,1990,0.974238083,90.3140055,33.18791278
Russia,RUS,1995,1.098292068,109.8917797,38.26211905
Russia,RUS,2000,1.068121583,107.9676673,31.62833164
Russia,RUS,2005,0.917692341,110.1671602,20.94424854
Russia,RUS,2010,0.73704723,97.34776104,11.85847796
Russia,RUS,2015,0.748514958,92.45004039,8.639661246
Rwanda,RWA,1990,0.554116832,77.09595957,134.1890427
Rwanda,RWA,1995,0.61997016,97.30544407,167.8935252
Rwanda,RWA,2000,0.611878249,80.86495218,139.0890218
Rwanda,RWA,2005,0.365758524,47.53709945,86.21109882
Rwanda,RWA,2010,0.371667329,34.85300404,65.55701839
Rwanda,RWA,2015,0.393015444,35.89236294,63.47859744
Saint Lucia,LCA,1990,0.109899952,36.49383725,38.21785213
Saint Lucia,LCA,1995,0.135741004,37.46272996,26.82452614
Saint Lucia,LCA,2000,0.153507995,35.09387898,18.09813839
Saint Lucia,LCA,2005,0.151197264,30.71921819,12.10852715
Saint Lucia,LCA,2010,0.139726433,27.32621797,7.869530964
Saint Lucia,LCA,2015,0.152109499,29.65637541,7.319365977
Saint Vincent and the Grenadines,VCT,1990,0.045854154,32.20656363,53.95759363
Saint Vincent and the Grenadines,VCT,1995,0.054777718,35.13155389,47.56331909
Saint Vincent and the Grenadines,VCT,2000,0.06446262,36.35253233,26.51831019
Saint Vincent and the Grenadines,VCT,2005,0.067692235,32.98402589,12.67574698
Saint Vincent and the Grenadines,VCT,2010,0.063063351,29.52473587,7.956150512
Saint Vincent and the Grenadines,VCT,2015,0.071431549,32.68026921,6.377765385
Samoa,WSM,1990,0.0000273313,5.960384442,41.74021597
Samoa,WSM,1995,0.0000291169,6.097802907,39.08297513
Samoa,WSM,2000,0.00000263166,6.181612844,37.52092889
Samoa,WSM,2005,0.00000762336,6.184628,36.595852
Samoa,WSM,2010,0.00000242589,2.790573853,35.28654634
Samoa,WSM,2015,0.0000223867,4.193469795,31.71902208
Sao Tome and Principe,STP,1990,1.626316589,38.91717061,130.8552572
Sao Tome and Principe,STP,1995,1.649045771,37.19593806,122.6224122
Sao Tome and Principe,STP,2000,1.706177864,36.28971172,115.3846737
Sao Tome and Principe,STP,2005,1.698973028,33.34895882,101.1116314
Sao Tome and Principe,STP,2010,1.544745646,26.22494649,82.10674278
Sao Tome and Principe,STP,2015,1.406058618,24.26542487,66.2909064
Saudi Arabia,SAU,1990,0.209419409,25.4174025,1.001657711
Saudi Arabia,SAU,1995,0.219718595,24.45312566,0.657930559
Saudi Arabia,SAU,2000,0.227632768,24.28215958,0.526656822
Saudi Arabia,SAU,2005,0.237139511,23.44850655,0.367233906
Saudi Arabia,SAU,2010,0.241584257,25.13517975,0.267128144
Saudi Arabia,SAU,2015,0.263771381,25.56440013,0.214649572
Senegal,SEN,1990,0.206855907,47.95873247,83.92299642
Senegal,SEN,1995,0.174063018,45.55649939,77.21436559
Senegal,SEN,2000,0.157305522,43.66092908,68.50927603
Senegal,SEN,2005,0.157746513,33.49109029,60.52968092
Senegal,SEN,2010,0.162180777,32.66422136,59.06758597
Senegal,SEN,2015,0.164471317,33.21752593,55.62629085
Serbia,SRB,1990,1.689692726,71.68890443,77.43550232
Serbia,SRB,1995,2.054785728,79.00976343,84.06728739
Serbia,SRB,2000,2.322714863,88.76760257,88.20240037
Serbia,SRB,2005,2.421298632,83.07967219,75.16912883
Serbia,SRB,2010,2.366867375,83.93343887,63.53625213
Serbia,SRB,2015,2.173643588,80.90484189,58.42550308
Seychelles,SYC,1990,0.002343257,45.62750401,8.689434617
Seychelles,SYC,1995,0.001584914,42.81931033,5.377280831
Seychelles,SYC,2000,0.001281517,41.91098269,3.365303201
Seychelles,SYC,2005,0.002019337,38.01311541,2.203785152
Seychelles,SYC,2010,0.002594131,32.57354838,1.726949085
Seychelles,SYC,2015,0.005041146,29.50499766,1.270782286
Sierra Leone,SLE,1990,0.610815914,59.51662897,156.4332983
Sierra Leone,SLE,1995,0.449645359,52.97089228,140.8490352
Sierra Leone,SLE,2000,0.410505254,49.64289255,131.2318142
Sierra Leone,SLE,2005,0.494118467,41.04494874,117.4096367
Sierra Leone,SLE,2010,0.513774285,39.77409797,103.8463204
Sierra Leone,SLE,2015,0.494971164,29.45364395,90.70762899
Singapore,SGP,1990,2.15078544,38.93352696,0
Singapore,SGP,1995,1.382619939,39.85393269,0
Singapore,SGP,2000,0.69170178,36.83328687,0
Singapore,SGP,2005,0.564754464,44.12820563,0
Singapore,SGP,2010,0.646853459,38.0354817,0
Singapore,SGP,2015,0.84432204,42.38849797,0
Slovakia,SVK,1990,0.973187707,107.0233644,21.72949025
Slovakia,SVK,1995,0.81426715,87.90967404,13.36911955
Slovakia,SVK,2000,0.954517236,79.16293689,8.047679148
Slovakia,SVK,2005,1.020990112,75.24057291,5.994735693
Slovakia,SVK,2010,1.075364435,70.91693697,5.586602856
Slovakia,SVK,2015,0.9914148,63.23078414,4.522741801
Slovenia,SVN,1990,2.474524263,59.8386745,33.13013294
Slovenia,SVN,1995,2.735504313,56.58767768,26.18799917
Slovenia,SVN,2000,2.660463178,49.60927181,18.31822301
Slovenia,SVN,2005,2.380786464,46.62614956,13.88073724
Slovenia,SVN,2010,2.136923831,42.98206186,11.72606862
Slovenia,SVN,2015,2.27143064,50.3743242,10.25244128
Solomon Islands,SLB,1990,0.000280177,19.76068452,82.02808094
Solomon Islands,SLB,1995,0.00013586,18.56922317,74.63126676
Solomon Islands,SLB,2000,0.0000791339,18.49477412,72.81831931
Solomon Islands,SLB,2005,0.0000734239,22.57818851,75.50302544
Solomon Islands,SLB,2010,0.000111137,15.57695214,72.44797307
Solomon Islands,SLB,2015,0.000144817,17.35467959,65.77159511
Somalia,SOM,1990,0.128740612,62.47752463,183.8727156
Somalia,SOM,1995,0.113155113,60.53754478,181.4151183
Somalia,SOM,2000,0.098425789,56.9454045,164.3931842
Somalia,SOM,2005,0.090634876,43.72937256,137.9348338
Somalia,SOM,2010,0.092444776,43.92755509,136.5655335
Somalia,SOM,2015,0.091342429,39.21475436,121.8692749
South Africa,ZAF,1990,1.170770611,54.88292663,65.7194003
South Africa,ZAF,1995,1.25334418,53.3650571,55.74235693
South Africa,ZAF,2000,1.430666907,63.00937966,59.55160013
South Africa,ZAF,2005,1.219021033,57.70818098,46.50555202
South Africa,ZAF,2010,1.117010834,45.72536273,35.39909376
South Africa,ZAF,2015,1.281783443,46.28594616,24.16397474
South Korea,KOR,1990,0.811760674,35.01746687,0
South Korea,KOR,1995,0.709140022,30.63006443,0
South Korea,KOR,2000,0.768953669,28.49228331,0
South Korea,KOR,2005,0.894604,27.70787396,0
South Korea,KOR,2010,1.11037898,28.08869176,0
South Korea,KOR,2015,1.601866279,36.12288856,0
South Sudan,SSD,1990,0.918735168,71.69586606,139.5149739
South Sudan,SSD,1995,0.873364752,64.57850686,125.0447938
South Sudan,SSD,2000,0.763486969,53.59638599,102.256902
South Sudan,SSD,2005,0.801759688,43.61204919,92.35887555
South Sudan,SSD,2010,0.900323084,45.20799557,93.50765031
South Sudan,SSD,2015,0.930329497,44.5104175,97.04962722
Spain,ESP,1990,3.568169632,35.71446869,0
Spain,ESP,1995,4.360832099,35.75773444,0
Spain,ESP,2000,4.954398537,35.51989503,0
Spain,ESP,2005,4.595596693,32.36211778,0
Spain,ESP,2010,3.8977847,27.58455812,0
Spain,ESP,2015,3.705762356,27.54539019,0
Sri Lanka,LKA,1990,0.174110892,34.38170825,44.04567881
Sri Lanka,LKA,1995,0.360804324,33.97306427,42.49215417
Sri Lanka,LKA,2000,0.489003196,37.75095393,43.43540059
Sri Lanka,LKA,2005,0.711134953,41.92701599,47.34460381
Sri Lanka,LKA,2010,0.711591201,36.76721244,43.83475753
Sri Lanka,LKA,2015,0.903366254,37.19437518,39.92331331
Sudan,SDN,1990,0.486752333,78.48038804,95.69785325
Sudan,SDN,1995,0.512953693,71.78350352,85.11499618
Sudan,SDN,2000,0.491462924,61.62897917,73.64543271
Sudan,SDN,2005,0.522746359,55.59823476,67.33046612
Sudan,SDN,2010,0.557545309,52.13135155,52.57697194
Sudan,SDN,2015,0.565406435,47.48330393,45.78630615
Suriname,SUR,1990,0.000950148,36.19288036,34.64482725
Suriname,SUR,1995,0.00113886,35.29684618,27.93036692
Suriname,SUR,2000,0.001420163,35.98544281,22.82873465
Suriname,SUR,2005,0.001848039,30.02341255,18.03319174
Suriname,SUR,2010,0.002172616,27.04291837,12.07087335
Suriname,SUR,2015,0.002665261,30.69914237,8.357587649
Swaziland,SWZ,1990,0.749789751,38.53884991,87.61710487
Swaziland,SWZ,1995,0.651457458,32.45208645,70.72410663
Swaziland,SWZ,2000,0.831119542,42.51164792,87.02033665
Swaziland,SWZ,2005,1.089471334,54.51226025,110.1397211
Swaziland,SWZ,2010,1.112367863,46.0968382,98.97941491
Swaziland,SWZ,2015,1.117593456,40.28240219,79.45300895
Sweden,SWE,1990,0.665782909,36.14320012,0
Sweden,SWE,1995,0.753324139,30.19894648,0
Sweden,SWE,2000,0.888084287,26.49029484,0
Sweden,SWE,2005,0.958407054,20.3185773,0
Sweden,SWE,2010,0.917528905,18.30285764,0
Sweden,SWE,2015,0.880117023,22.35629072,0
Switzerland,CHE,1990,2.249658246,44.0076692,0
Switzerland,CHE,1995,2.269572724,40.42141081,0
Switzerland,CHE,2000,2.235812644,35.57959863,0
Switzerland,CHE,2005,2.020148349,30.51029926,0
Switzerland,CHE,2010,1.903611701,27.93997119,0
Switzerland,CHE,2015,1.839004653,29.81089929,0
Syria,SYR,1990,0.507161576,38.72494563,2.468014281
Syria,SYR,1995,0.463659399,32.57951757,1.229270856
Syria,SYR,2000,0.440041913,30.10117798,0.604944398
Syria,SYR,2005,0.430454929,28.17380591,0.268694407
Syria,SYR,2010,0.356374221,30.9641473,0.209845257
Syria,SYR,2015,0.440193753,35.38867168,0.219275194
Taiwan,TWN,1990,0.571779265,29.92547816,0
Taiwan,TWN,1995,0.609802919,31.07099037,0
Taiwan,TWN,2000,0.671304815,32.29195718,0
Taiwan,TWN,2005,1.100493228,36.77775094,0
Taiwan,TWN,2010,2.006913928,41.49596207,0
Taiwan,TWN,2015,2.576698535,45.17330381,0
Tajikistan,TJK,1990,2.301778841,113.6435429,113.3959042
Tajikistan,TJK,1995,1.885566962,98.28046896,104.0485455
Tajikistan,TJK,2000,1.434078604,79.54498287,77.56674895
Tajikistan,TJK,2005,1.262305977,59.04997815,49.73732284
Tajikistan,TJK,2010,1.162613898,53.94546315,36.41527146
Tajikistan,TJK,2015,1.015156158,47.09002969,28.41222449
Tanzania,TZA,1990,0.179570247,40.9318076,118.5931265
Tanzania,TZA,1995,0.178498613,38.30303904,107.3317835
Tanzania,TZA,2000,0.170472504,33.38182578,89.38812534
Tanzania,TZA,2005,0.169917087,28.00805378,78.38901365
Tanzania,TZA,2010,0.182486929,25.39241978,69.78890742
Tanzania,TZA,2015,0.204937373,25.62436566,63.84107983
Thailand,THA,1990,0.390376999,31.29166144,36.41202638
Thailand,THA,1995,0.718050569,36.5238986,32.79290686
Thailand,THA,2000,0.962943432,40.29957927,30.40854645
Thailand,THA,2005,0.924118194,39.71669648,28.08074059
Thailand,THA,2010,1.342656651,42.76631516,28.08411955
Thailand,THA,2015,1.977484135,55.3465914,25.0838144
Timor,TLS,1990,0.055691629,40.15286104,87.66601095
Timor,TLS,1995,0.045431534,34.4479311,73.65563652
Timor,TLS,2000,0.038265688,32.09566348,66.96456112
Timor,TLS,2005,0.033282208,25.48359916,51.31136859
Timor,TLS,2010,0.039668083,24.79257237,49.53276366
Timor,TLS,2015,0.038531812,23.1402737,44.22439379
Togo,TGO,1990,1.094596701,59.73452935,101.4070469
Togo,TGO,1995,0.900337,57.97616323,99.01493322
Togo,TGO,2000,0.820775313,55.69710629,95.14099802
Togo,TGO,2005,0.81704975,44.07817614,85.24085279
Togo,TGO,2010,0.808793993,39.0688685,76.54281217
Togo,TGO,2015,0.805711079,33.9302147,71.24085678
Tonga,TON,1990,0.115342345,7.869197725,44.69745036
Tonga,TON,1995,0.117449554,8.383057866,47.05008469
Tonga,TON,2000,0.116232013,9.036366828,44.84989913
Tonga,TON,2005,0.123020709,9.385080193,38.53328235
Tonga,TON,2010,0.131380875,4.670389899,32.56165946
Tonga,TON,2015,0.143081854,5.347115803,28.08156714
Trinidad and Tobago,TTO,1990,0.048997083,39.0991132,5.180666267
Trinidad and Tobago,TTO,1995,0.05420905,40.52812292,3.431537334
Trinidad and Tobago,TTO,2000,0.060939357,40.58107734,1.843942846
Trinidad and Tobago,TTO,2005,0.059925196,32.86974097,0.816538432
Trinidad and Tobago,TTO,2010,0.067240313,30.75943969,0.726962117
Trinidad and Tobago,TTO,2015,0.077468093,35.92572466,0.814310351
Tunisia,TUN,1990,1.152899131,31.90415155,9.659218631
Tunisia,TUN,1995,1.356566645,33.30398758,7.386114885
Tunisia,TUN,2000,1.27348585,31.71573917,5.177853745
Tunisia,TUN,2005,1.296893424,29.60745478,2.015430073
Tunisia,TUN,2010,1.307771072,33.58532849,0.540955261
Tunisia,TUN,2015,1.30092676,39.62771152,0.344680029
Turkey,TUR,1990,3.037889473,58.45811102,24.87852471
Turkey,TUR,1995,2.98784762,51.48284254,18.60851335
Turkey,TUR,2000,2.641422907,43.33062097,11.40538443
Turkey,TUR,2005,2.366133594,34.56773702,6.512717664
Turkey,TUR,2010,1.990652345,30.23051249,3.290777749
Turkey,TUR,2015,2.068925824,34.01693539,2.033820965
Turkmenistan,TKM,1990,1.304188027,95.24039342,6.516296708
Turkmenistan,TKM,1995,1.22687843,89.67131726,4.022867142
Turkmenistan,TKM,2000,1.264926595,84.75724608,2.27296714
Turkmenistan,TKM,2005,1.045429599,60.4000059,1.476318994
Turkmenistan,TKM,2010,0.635931019,61.97287585,0.957929842
Turkmenistan,TKM,2015,0.482882615,57.05305957,0.617727619
Uganda,UGA,1990,0.494464121,62.19713832,99.07488711
Uganda,UGA,1995,0.48113684,60.12377562,94.8923931
Uganda,UGA,2000,0.451934875,55.2923244,87.16927841
Uganda,UGA,2005,0.406924801,46.88007757,76.36045339
Uganda,UGA,2010,0.34704965,39.21196912,64.87466744
Uganda,UGA,2015,0.322828987,38.45616011,60.06789045
Ukraine,UKR,1990,3.557133459,126.7457847,54.15476044
Ukraine,UKR,1995,4.153971895,145.1199059,48.63125214
Ukraine,UKR,2000,3.222860687,134.9015743,30.72436375
Ukraine,UKR,2005,2.479430623,138.0070229,23.84918043
Ukraine,UKR,2010,1.709325261,125.847559,15.22703969
Ukraine,UKR,2015,1.787929796,126.8103486,11.69915849
United Arab Emirates,ARE,1990,1.300061376,28.78209925,0.063059588
United Arab Emirates,ARE,1995,1.298518691,27.08616084,0.032818508
United Arab Emirates,ARE,2000,1.210792107,23.49807619,0.017003492
United Arab Emirates,ARE,2005,1.053301912,18.99727213,0.008581237
United Arab Emirates,ARE,2010,1.033764511,20.49080358,0.005918826
United Arab Emirates,ARE,2015,1.401327427,28.03420939,0.006066549
United Kingdom,GBR,1990,0.599369241,74.71810677,0
United Kingdom,GBR,1995,0.96669537,68.17758549,0
United Kingdom,GBR,2000,1.360715214,58.5254631,0
United Kingdom,GBR,2005,1.644406257,48.36076987,0
United Kingdom,GBR,2010,1.827728011,41.90342443,0
United Kingdom,GBR,2015,2.101482823,42.29653277,0
United States,USA,1990,3.012494926,42.40612034,0
United States,USA,1995,3.437216947,40.25889502,0
United States,USA,2000,3.75559539,37.60948312,0
United States,USA,2005,3.751199984,33.82372379,0
United States,USA,2010,3.631593427,26.9464188,0
United States,USA,2015,3.6047295,27.33432921,0
Uruguay,URY,1990,0.024172147,47.85655765,6.152757851
Uruguay,URY,1995,0.040304664,48.11101244,3.906562779
Uruguay,URY,2000,0.066352203,44.8066392,2.409790613
Uruguay,URY,2005,0.119893196,40.64048408,3.526258297
Uruguay,URY,2010,0.214559918,40.59194762,2.473519817
Uruguay,URY,2015,0.341417058,40.68319104,1.133653859
Uzbekistan,UZB,1990,1.553217044,77.6769768,49.01231732
Uzbekistan,UZB,1995,1.467601032,76.27009181,42.8536121
Uzbekistan,UZB,2000,1.286908901,68.5733743,30.60514282
Uzbekistan,UZB,2005,1.083261031,61.86959217,25.50627978
Uzbekistan,UZB,2010,1.045832596,60.82513719,21.61275188
Uzbekistan,UZB,2015,1.021083062,58.58779186,17.54812402
Vanuatu,VUT,1990,0.174146862,31.08603705,85.73552477
Vanuatu,VUT,1995,0.139708686,30.86003126,82.91497943
Vanuatu,VUT,2000,0.091835017,29.35633529,78.78695033
Vanuatu,VUT,2005,0.084836626,29.77936238,75.76922653
Vanuatu,VUT,2010,0.090434554,22.782819,73.10466608
Vanuatu,VUT,2015,0.109771804,25.12774954,66.9660978
Venezuela,VEN,1990,0.068679708,27.99677895,2.104568557
Venezuela,VEN,1995,0.10036166,27.28349064,0.748409684
Venezuela,VEN,2000,0.156621627,27.61927026,0.223167353
Venezuela,VEN,2005,0.229442753,26.63491177,0.111446354
Venezuela,VEN,2010,0.326486861,25.71003279,0.118832565
Venezuela,VEN,2015,0.482208043,29.99502176,0.123062841
Vietnam,VNM,1990,0.538892391,38.58536657,56.44733319
Vietnam,VNM,1995,0.656419979,38.66695624,54.57445513
Vietnam,VNM,2000,0.795215601,39.59941969,51.40427384
Vietnam,VNM,2005,0.985455154,42.49426711,46.77455581
Vietnam,VNM,2010,1.203127067,41.88870953,37.14567865
Vietnam,VNM,2015,1.505918954,45.18174974,31.00126633
World,OWID_WRL,1990,2.984043385,65.55890432,63.68372124
World,OWID_WRL,1995,3.17678896,63.69171315,59.25084115
World,OWID_WRL,2000,3.242191087,61.89176347,55.24461158
World,OWID_WRL,2005,3.175012171,60.3380031,50.30489992
World,OWID_WRL,2010,3.135575389,56.91183033,44.00529142
World,OWID_WRL,2015,3.446531264,57.53706209,38.7212378
Yemen,YEM,1990,0.537152437,83.61966466,93.69330946
Yemen,YEM,1995,0.68807276,78.62491184,72.76633987
Yemen,YEM,2000,0.637901485,62.98485096,46.31086777
Yemen,YEM,2005,0.580068399,48.61081252,36.71569575
Yemen,YEM,2010,0.553616519,46.60298873,31.42310015
Yemen,YEM,2015,0.589518368,46.52790085,26.63933265
Zambia,ZMB,1990,0.523916469,53.42637887,115.9034902
Zambia,ZMB,1995,0.657450573,53.45394602,117.0955016
Zambia,ZMB,2000,0.753463564,51.97681603,111.6701518
Zambia,ZMB,2005,0.883235134,46.1703632,102.1139207
Zambia,ZMB,2010,0.904717672,39.93662831,90.04815365
Zambia,ZMB,2015,0.899851966,34.35489489,74.29839461
Zimbabwe,ZWE,1990,0.411580095,23.92232855,54.59961831
Zimbabwe,ZWE,1995,0.419072148,22.42855553,49.25251706
Zimbabwe,ZWE,2000,0.540724523,28.669936,59.80049027
Zimbabwe,ZWE,2005,0.700225428,34.88580987,73.19799042
Zimbabwe,ZWE,2010,0.73511228,31.9772982,73.4867237
Zimbabwe,ZWE,2015,0.599112627,24.54116475,54.10515587